ticker,year,quarter,lt_trade_receivables,gross_profit,st_liabilities,fin_leased_fixed_assets,cashneq,st_trade_accounts_payable,eps,changes_in_sale_securities,invest_in_oe,st_trade_accounts_receivable,lt_trade_payables,repaym_of_fin_leases,lt_advances_from_customers,st_advances_from_customers,share_of_associates_n_joint_ventures_result,profit_before_tax,st_invest,interest_paid,net_cf_from_operation,st_loan_receivables,lt_provision_for_invest,pnl_from_invest,share_premium,allocation_of_goodwill,olt_liabilities,eat_of_parent_company,ebt,operating_profit,interest_income_n_dividends,changes_in_inventories,inventories,preferred_stock,receipts_from_disposal_of_fixed_assets_n_olt_assets,receipts_from_equity_issue_n_cap_contri,fin_income,invest_in_associates_or_joint_ventures,st_assets,provisions,deferred_tax_exps,invest_in_subsidiaries,fixed_assets,st_provision_for_liabilities,paym_for_invest_in_oe,tangible_fixed_assets,deduction_revenue,other_funds_from_owners_equity,minoritys_interest,taxes_n_other_payables_to_gov,ost_receivables,cash_n_equiv_at_end_period,loans_purchases_of_other_debt_instruments,trading_securities,st_prepayments_to_suppliers,payable_to_employees,proceeds_from_borrowings,liabilities,lt_provision_for_doubtful_debts,pnl_foreign_exchange,st_borrowings_n_fin_leases,corp_income_tax_paid,depre_fixed_assets_n_properties_invest,other_income,receipts_from_loan_repay_n_sale_of_debt_instruments,owners_equity,sell_exps,lt_held_to_maturity_invest,cf_from_operation,other_profit,changes_in_receivables,lt_acrrued_exps,other_paym_for_operation,lt_prepayments_to_suppliers,st_held_to_maturity_invest,lt_borrowings_n_fin_leases,cogs,paym_for_share_repurchases,general_n_admin_exps,lt_provision_for_liabilities,st_provision_for_doubtful_debts,undistributed_eat,operating_profit_before_changes_in_wc,fin_exps,lt_assets,intangible_fixed_assets,st_acrrued_exps,lt_liabilities,cash_n_equiv_at_begin_period,st_inter_company_receivables,provision_for_trading_secutities,other_cap_of_owners,ost_payables,other_exps,fund_for_tech_dev,net_cf_during_period,ost_assets,total_assets,net_cf_from_invest,lt_receivables,curr_tax_exps,provision_for_inventories,lt_assets_in_progress,olt_receivables,treasury_shares,invest_properties,cash,st_receivables,olt_assets,revenue,lt_loan_receivables,lt_unearned_revenue,lt_invest,cf_from_fin,bonus_n_welfare_fund,cf_from_invest,paym_for_fixed_assets_n_construct_n_olt_assets,net_revenue,convertible_bonds,net_cf_from_fin,eat,principal_repaym,interest_exps,pnl_from_disposal_fixed_assets,st_unearned_revenue,taxes_n_other_receivables_to_gov,casheq,other_receipts_from_operation,changes_in_prepaid_exps,olt_invest,owners_cap,collections_on_invest_in_oe,dividends_paid_to_owners,dividends_n_interest_n_profit_received,changes_in_payables
ree,2013,3,,155440532503.0,1403339986191.0,,804521118490.0,173859910157.0,817.0,,,513192999974.0,,,,612440262420.0,,928510522298.0,348896036662.0,-18235514539.0,-71965671905.0,,-78148558934.0,,774390058786.0,,98343000030.0,199869152218.0,230424983224.0,228271499540.0,,-44559046853.0,542646917086.0,,604963635.0,,125727659030.0,2530583783732.0,2791166994452.0,46029162632.0,1343772575.0,,38780323280.0,4993587215.0,-452902636724.0,18286965043.0,109551364.0,,2369759.0,31157143183.0,33623794270.0,804521118490.0,-760967356071.0,,246187260758.0,153516214.0,731139370208.0,2221061815586.0,,911358168.0,259200444052.0,-75729306920.0,46029162632.0,1911792135.0,1087387000000.0,4642117455544.0,10334261984.0,,,1736402241.0,-167984240709.0,,-25784223396.0,,,690257815300.0,405296565675.0,,20233102730.0,28263463718.0,-68976486026.0,1218900735303.0,375999605227.0,22329327279.0,4072248207253.0,14530426524.0,246185914851.0,817721829395.0,834707800990.0,,,,,175389894.0,,-29514126652.0,59198530848.0,6863415201705.0,253118137083.0,,29209688672.0,-17166675068.0,,,-788258632.0,701317421168.0,71843708747.0,1035904391366.0,27190891849.0,560846649542.0,,857550347.0,3304959570956.0,,,,-6218713704.0,560737098178.0,,-210666591830.0,199871521977.0,-555134205826.0,14297282431.0,,,4121864344.0,732677409743.0,7733141781.0,63819124.0,852524346158.0,2446433850000.0,116837066944.0,-386671756212.0,268377813003.0,-123469905620.0
ree,2013,2,,157572825274.0,1281433111372.0,,759918443495.0,212559591913.0,2165.0,,,391358807538.0,,,,589590928141.0,,698085539074.0,474460891090.0,-12023260053.0,142992784716.0,,-73782870895.0,,774390058786.0,,97319390406.0,529413361723.0,554765618265.0,171257465474.0,,-1537518971.0,499584902200.0,,322236363.0,,106335866495.0,2478925859520.0,2589141869779.0,30930940757.0,-6180444829.0,,38670421356.0,27624995113.0,-180582583582.0,17692082577.0,732243455.0,,3539533.0,43548871482.0,29242111884.0,759918443495.0,-639187000000.0,,136964379548.0,125999440.0,283012649483.0,2069289040869.0,,996928683.0,78131436800.0,-39711069411.0,30930940757.0,1807674731.0,824500000000.0,4442236442053.0,14943744316.0,,,1466490827.0,-6489576661.0,,-25564119225.0,,,690257815300.0,452705268980.0,,48590773317.0,,-70669563796.0,1019031583085.0,242240232625.0,29116708662.0,3922617173959.0,15223960724.0,51490476933.0,787855929497.0,834707800990.0,,,,,341183904.0,,-73864499868.0,53945969307.0,6511759043738.0,174567756418.0,,31529161838.0,-17207162072.0,,,-788258632.0,714612735908.0,80174370494.0,801231663687.0,28703223075.0,611010337709.0,,278723791.0,3140630793620.0,,,,-425344156.0,610278094254.0,,-391425041002.0,529416901256.0,-288076492353.0,12750720825.0,,,174931208.0,679744073001.0,5335568724.0,-2385603570.0,735487804995.0,2446433850000.0,32306888404.0,-386361198132.0,137633559389.0,-16871868742.0
ree,2013,1,,141268819485.0,2075460039715.0,,1084975687509.0,159684471806.0,450.0,,,431603318816.0,,,,628068148715.0,,143319920809.0,606325751983.0,-6300172709.0,-16567406052.0,,-75116799815.0,,774390058786.0,,96791128038.0,110180134283.0,143319920809.0,142251856875.0,,3809257552.0,496884165291.0,,4054545.0,,47197779786.0,2076820317951.0,3094734992068.0,15447173781.0,395849587.0,,40446515114.0,24164656605.0,-90303267921.0,21368512585.0,168919339.0,,2668388.0,43944355693.0,50613957101.0,1084975687509.0,-270106232000.0,,110399024617.0,19288684.0,112849170142.0,2863258292554.0,,-10547528584.0,101490664604.0,-13693610554.0,15447173781.0,1545437553.0,553668454000.0,3912715011644.0,8754331719.0,,,1068063934.0,-16965231790.0,,-15103069717.0,,,690257815300.0,371492201278.0,,21823337471.0,,-72818008692.0,489618221362.0,126449123305.0,15637073206.0,3681468333413.0,15934404593.0,42980651774.0,787798252839.0,834707800990.0,,,,,477373619.0,,250895769491.0,43073110251.0,6776203325481.0,249773908912.0,,32741268551.0,-14561122458.0,,,-788258632.0,727917693609.0,96902803162.0,863476277034.0,21975845479.0,512929940102.0,,749309501.0,2891128279211.0,,,,-66748399.0,512761020763.0,,17689266631.0,110182802671.0,-94561130444.0,14597006052.0,,,49659111.0,988072884347.0,2783187176.0,-7786319.0,889424761075.0,2446433850000.0,35248304936.0,-598773067.0,21329343751.0,-97539102996.0
ree,2013,-1,,603105282066.0,1420506538305.0,,535795614565.0,168707988402.0,3980.0,,,685334062970.0,,,,562524966309.0,,1087556959984.0,416693781070.0,-59387709813.0,-40692478381.0,,-74176184910.0,,1002906058786.0,,94975996441.0,975819282949.0,1087556959984.0,653760115839.0,,-71827049161.0,544225294953.0,,614909090.0,756915972.0,352660891530.0,2848097188076.0,2561941483792.0,61183861575.0,-10270124969.0,,41715151193.0,19439676451.0,-1633509317419.0,20694232156.0,1162516333.0,,-65085311.0,31148901117.0,17821338112.0,535795614565.0,,,107603315922.0,4497156182.0,821227119988.0,1753250803816.0,,4239193028.0,285115492833.0,-105590344890.0,61183861575.0,7675485635.0,,5196623129512.0,49602600291.0,,,5120904819.0,-196564955208.0,,-32467839483.0,,,237768269070.0,1810301703227.0,,166177547374.0,,-79405438326.0,1353728965050.0,500212686769.0,86225910092.0,4392508231553.0,13868087324.0,236429736434.0,332744265511.0,834707800990.0,,,,,2554580816.0,,-298024797902.0,62597867219.0,6954449715345.0,-44147020075.0,,122072887315.0,-42856299509.0,,,-31342660.0,688047083066.0,67561903838.0,1002628925985.0,33899892373.0,2414569501626.0,,,3628846104921.0,,,,-10269416267.0,2413406985293.0,,-213185299446.0,975754197638.0,-652851999145.0,57146113236.0,,,2667098231.0,468233710727.0,12027638284.0,2449482485.0,854925101755.0,2636863850000.0,1278147947278.0,-386733996880.0,320868857243.0,-89544387364.0
ree,2012,4,,163132128092.0,1497318510184.0,,834707800990.0,166586811594.0,723.0,,,426492266893.0,,,,657043094599.0,,798062844699.0,883513299592.0,-39835764358.0,521578465839.0,,-75474661749.0,-44600329131.0,774390058786.0,,96185831348.0,176738628693.0,177907219325.0,123939517201.0,,163932242858.0,500919925408.0,,9686264.0,83500000000.0,63596977494.0,1248240496931.0,3048228187835.0,61136512721.0,-11517424635.0,,42190125110.0,21612897283.0,-851604128283.0,22411779633.0,1086710869.0,,2345544.0,27879496834.0,39928092673.0,834707800990.0,-1040483992000.0,,100947999770.0,3724065680.0,907493194504.0,2283903170121.0,,-399219041.0,83196931176.0,-186597016980.0,61136512721.0,2222994963.0,305117000000.0,4216711176172.0,18612375774.0,,,1414076256.0,-213277631937.0,,-14022187705.0,,,690256936839.0,496781792988.0,,62023696149.0,,-72818008692.0,827059450668.0,499106638972.0,22153516462.0,3452629430563.0,16634747541.0,46081386721.0,786584659937.0,427326473974.0,,,,,808918707.0,,407882213006.0,44743977402.0,6500857618398.0,-320568211994.0,,12683669723.0,-14561122458.0,,,-788258632.0,741232430884.0,238167711642.0,784343184443.0,22058837080.0,661000631949.0,,141891750.0,2647148037489.0,,,,-28808803319.0,659913921080.0,,206871959161.0,176740974237.0,-408352921241.0,9957406689.0,,,5091413500.0,596540089348.0,25282618842.0,56579296.0,1474382202307.0,2446433850000.0,1107719533736.0,-375768314102.0,187482491608.0,286932986851.0
ree,2012,3,,148304637397.0,969725499936.0,,381354750662.0,158513697017.0,314.0,,,372495314878.0,,,,391504296867.0,,620155625374.0,680823086935.0,-27833357486.0,119084268157.0,,-73737556000.0,7953296737.0,774390058786.0,,96637976533.0,76807833073.0,95843267728.0,94800317748.0,,184252729718.0,482908013189.0,,4556324.0,83500000000.0,44925671400.0,1196213656172.0,2395721858413.0,45346974636.0,-105069034.0,,38121402490.0,13114177481.0,-715524351743.0,17414753292.0,329028493.0,,9080685.0,33815330197.0,42008718650.0,381354750662.0,-179533000000.0,,99692793927.0,70683700.0,294209901756.0,1236630198113.0,,-1580143646.0,142002156555.0,-164488604591.0,45346974636.0,1200361721.0,188412000000.0,4040514475279.0,13135842333.0,,,1042949980.0,-191548664247.0,,-13922187705.0,,,169608457574.0,403726336384.0,,30013349196.0,,-48580260208.0,650320821976.0,420343258325.0,55280799520.0,2881663741540.0,12005000678.0,36129533018.0,266904698177.0,427326473974.0,,,,,157411741.0,,-45854274757.0,44093557960.0,5277385599953.0,92936366814.0,,19131423004.0,-12252547817.0,,,-788258632.0,754711449302.0,82324809153.0,806542449667.0,10398112021.0,552360002274.0,,600664070.0,2078432777727.0,,,,-20318543755.0,552030973781.0,,-257874909728.0,76816913758.0,-260102617238.0,9265973103.0,,,463696405.0,299029941509.0,23230209377.0,486050257.0,955956677555.0,2446433850000.0,695019007414.0,-375482194246.0,124876698574.0,-111435165491.0
ree,2012,2,,152032673917.0,1116913881834.0,,438209544980.0,191804346082.0,612.0,,,355900510476.0,,,,459402486590.0,,524312357646.0,714099971365.0,-18571662161.0,-71886441289.0,,-73737556000.0,7953296737.0,774390058786.0,,95153396713.0,148649536884.0,189047092243.0,196429862715.0,,90212357869.0,576948385038.0,,,83500000000.0,82618417371.0,1193923161522.0,2571332105032.0,29560889096.0,597682424.0,,34135352025.0,11369727918.0,-344583280439.0,13950079220.0,158227570.0,,5069482.0,62469547221.0,50989518293.0,438209544980.0,-179533000000.0,,148305269933.0,44545000.0,220672367080.0,1384377506894.0,,2969080.0,140442523014.0,-115699947315.0,29560889096.0,570533242.0,186062000000.0,3964323668106.0,12382336313.0,,,570526265.0,-200151368569.0,,-7428504475.0,,,172012026234.0,522149006852.0,,21584013315.0,,-42408124235.0,575729823985.0,289755753852.0,4254878945.0,2777629293564.0,12097997645.0,42196387292.0,267463625060.0,427326473974.0,,,,,6977.0,,11153749428.0,47037773141.0,5348961398596.0,309636339679.0,,39794803453.0,-12252547817.0,,,-788258632.0,768235786886.0,61069800990.0,795036430508.0,10285649060.0,674339908339.0,,240602113.0,1964972505593.0,,,,-14242600677.0,674181680769.0,,-226596148962.0,148654606366.0,-158859171540.0,10659915930.0,,,2706862619.0,377139743990.0,14659319327.0,406289947.0,844786900071.0,2446433850000.0,647462309391.0,-371909344502.0,14470911404.0,-125068679764.0
ree,2012,1,,123651128427.0,1400264579713.0,,993166494534.0,126718429378.0,1067.0,,,283956832820.0,,,,450354813617.0,,335265265403.0,396594581979.0,-8391631037.0,131442224773.0,,-73737556000.0,,747938947150.0,,89376015673.0,255628402921.0,335265265403.0,334889495712.0,,56629118998.0,610531623909.0,,12345045.0,,322571099924.0,1189988124784.0,2596168622144.0,14845408978.0,490448629.0,,35042626230.0,9426556209.0,-169100576928.0,14655711687.0,22023438.0,,5101299.0,93604078390.0,34569919231.0,993166494534.0,-72478000000.0,,106408439983.0,51222000.0,181787116775.0,1661807738036.0,,-295056946.0,117037458276.0,-40725740973.0,14845408978.0,681963143.0,125300850000.0,3732255755322.0,7646450245.0,,,375769691.0,-14815779358.0,,-2459432694.0,,,172015605150.0,385841852737.0,,22225639708.0,,-42408124235.0,427161911200.0,108395699027.0,81460642686.0,2798150027505.0,12299639383.0,187419625.0,261543158323.0,427326473974.0,,,,,306193452.0,,565544972778.0,39550784326.0,5394318649649.0,395719636203.0,,79141312554.0,-12252547817.0,,,-57837146996.0,781848111928.0,87792968590.0,556325137396.0,10925800942.0,509515004602.0,,93937500.0,1970333488405.0,,,,-14111039572.0,509492981164.0,,38383111802.0,255633504220.0,-143387004973.0,7911746231.0,,,244097435.0,905373525944.0,7039146262.0,132456841.0,854082919621.0,2446433850000.0,495115212123.0,-17000000.0,30980845535.0,25638387707.0
ree,2012,-1,,585209443177.0,1571902412361.0,,834707800990.0,170675957212.0,2704.0,,,496528157576.0,,,,727130917665.0,,796724766611.0,883513299591.0,-37988110508.0,505848288037.0,,-75474661749.0,,774390058786.0,,96185831348.0,656820712910.0,796724766611.0,748721115301.0,,164158745423.0,500693422843.0,,81211844.0,83500000000.0,513712166189.0,1248240496932.0,3122711167618.0,61124429039.0,-10534362616.0,,42190125110.0,20476553173.0,-1558417474613.0,22411779633.0,1595990370.0,,21137379.0,27565557458.0,40828092673.0,834707800990.0,,,104643648079.0,2971463128.0,1067097869042.0,2358487950759.0,,-355814185.0,83196052715.0,-186577026532.0,61124429039.0,4675853069.0,,4215710458833.0,51777004665.0,,,3403322179.0,-338994330921.0,,-14094087288.0,,,690257815300.0,1810410115283.0,,135275795302.0,,-72818008692.0,826054523021.0,495668710640.0,163147694098.0,3451729430564.0,16634747541.0,16829774913.0,786585538398.0,427326473974.0,,,,,1272530890.0,,407861391822.0,44821920759.0,6574440598182.0,-328536511321.0,,150417278938.0,-14561122458.0,,,-788258632.0,741232430884.0,238167711642.0,858974723435.0,22058837080.0,2397215548830.0,,141891750.0,2646248037490.0,,,,-28808803319.0,2395619558460.0,,230549615106.0,656841850289.0,-544279114662.0,37795041953.0,,,4686525263.0,596540089348.0,25282618842.0,-656666484.0,1473482202307.0,2446433850000.0,1072729946823.0,-375769139274.0,185878607944.0,399048434865.0
ree,2011,4,,165872526000.0,1234123981000.0,,427357657000.0,141964062000.0,816000.0,,,320930087000.0,,,,451407406000.0,,633795802000.0,763118429000.0,-98440947000.0,122233406000.0,,-196894921000.0,-37994727000.0,747938947000.0,,83087356000.0,195437907000.0,245233463000.0,197556631000.0,,-98651169000.0,665237484000.0,,124247000.0,,137185683000.0,1163232776000.0,2455467415000.0,40607860000.0,4176761000.0,,34863858000.0,10440765000.0,-1201215978000.0,14240914000.0,57420000.0,,6401000.0,54436735000.0,16955653000.0,427357657000.0,-341748274000.0,,98072807000.0,3222334000.0,671915964000.0,1416425448000.0,,2183298000.0,151637346000.0,-130584511000.0,40607860000.0,1916002000.0,302812266000.0,3866152344000.0,21453329000.0,,,1916002000.0,-39280099000.0,,-14397663000.0,,,99015605000.0,346571870000.0,-57037197000.0,47092527000.0,,-42408124000.0,582921248000.0,442633265000.0,36955722000.0,2827377607000.0,12535669000.0,12545984000.0,182301467000.0,1171788846000.0,,,,,,,-746792829000.0,47005750000.0,5282845022000.0,-537046553000.0,,45612394000.0,-12252548000.0,,,-57837147000.0,795334701000.0,69592386000.0,552748095000.0,11683874000.0,512501816000.0,,140906000.0,1985495174000.0,,,,-209279247000.0,512444396000.0,,-331979682000.0,195444308000.0,-648793582000.0,11543783000.0,,,12087000.0,357765271000.0,41979245000.0,-548515000.0,1019157319000.0,2446433850000.0,701924541000.0,-298064867000.0,210335892000.0,19523800000.0
ree,2011,3,,135506476000.0,965114884000.0,,350675948000.0,170821079000.0,668000.0,,,322478374000.0,,,,365504620000.0,,,154851070000.0,-87098820000.0,41773809000.0,,-196894921000.0,,747938947000.0,,74380715000.0,146993054000.0,388562339000.0,173166464000.0,,-94490118000.0,663457798000.0,,1153592000.0,,83251503000.0,1000089367000.0,1689506203000.0,30729288000.0,-415031000.0,,345518821000.0,8649767000.0,-819701682000.0,14708561000.0,17170000.0,,7373000.0,30568096000.0,15762954000.0,350675948000.0,-1427215194000.0,,104180904000.0,106403000.0,537076447000.0,1108943972000.0,,925844000.0,196991199000.0,-106485018000.0,30729288000.0,495193000.0,1525358382000.0,3670594042000.0,12575718000.0,,,495193000.0,108981857000.0,,-11402087000.0,,,68998258000.0,304641520000.0,-57037197000.0,30097781000.0,,-33296118000.0,387483446000.0,323631309000.0,2918016000.0,3090300641000.0,12771699000.0,118123000.0,143829088000.0,1171788846000.0,,,,,,,-823410443000.0,27348170000.0,4779806844000.0,-532897026000.0,,27076263000.0,-9871183000.0,,,-57829879000.0,457212802000.0,92704709000.0,493173217000.0,15151098000.0,440165166000.0,,415795000.0,2272417920000.0,,,,-173724994000.0,440147996000.0,,-332287226000.0,147000425000.0,-514261609000.0,-2869346000.0,,,49659000.0,257971239000.0,12444679000.0,-833622000.0,1469223474000.0,2446433850000.0,164198681000.0,-298064867000.0,197034189000.0,-102974371000.0
ree,2011,2,,154905278000.0,1870532453000.0,,549785790000.0,233322575000.0,423000.0,,,285582574000.0,,,,339448195000.0,,,180764235000.0,,,,-196894921000.0,,521021907000.0,,71913360000.0,78721046000.0,100123683000.0,106108076000.0,,,670392620000.0,,,,62429175000.0,840019077000.0,1987946924000.0,,-475167000.0,,279021498000.0,9182341000.0,,14240317000.0,46591000.0,,677653000.0,31757917000.0,16245770000.0,,,,93688635000.0,30564000.0,,1990916575000.0,,,1046403012000.0,,,1781710000.0,,2761742064000.0,14195710000.0,,,1781710000.0,,,,,,48436442000.0,300842415000.0,,34080520000.0,,-33425614000.0,240490393000.0,,62950147000.0,2764973172000.0,13008904000.0,59257303000.0,120384122000.0,,,,,,,,,31891085000.0,4752920096000.0,,,21200150000.0,-9871183000.0,,,-9587449000.0,466000230000.0,128959415000.0,555113194000.0,14765908000.0,455794284000.0,,,2005185536000.0,,,,,455747693000.0,,,79398700000.0,,24614810000.0,,,768142000.0,420826375000.0,,,1362061380000.0,1862932890000.0,,,,
ree,2011,1,,135872276000.0,1927186740000.0,,627790520000.0,211242594000.0,494.0,,,242919969000.0,,,,421028913000.0,,,282271671000.0,,,,-169219811000.0,,521021907000.0,,70196648000.0,92086492000.0,114776999000.0,113022788000.0,,,591350487000.0,,,,63479052000.0,659610685000.0,2201158950000.0,,-442530000.0,,207196245000.0,8298029000.0,,14851979000.0,36006000.0,,589991000.0,62648682000.0,21825896000.0,,,,119207314000.0,79245000.0,,2015384072000.0,,,997880923000.0,,,1774521000.0,,2692603440000.0,1721221000.0,,,1754211000.0,,,,,,17966364000.0,263091343000.0,,36039005000.0,,-33425614000.0,161769291000.0,,48568314000.0,2528150319000.0,13246109000.0,43024203000.0,88197332000.0,,,,,,20310000.0,,,32518064000.0,4729309269000.0,,,22543046000.0,-9503823000.0,,,-43034000.0,475085668000.0,49850591000.0,667228208000.0,14180584000.0,398999625000.0,,,1831687822000.0,,1342997000.0,,,398963619000.0,,,92676483000.0,,22768543000.0,,,462289000.0,577939929000.0,,,1341296948000.0,1862932890000.0,,,,
ree,2011,-1,,541030087763.0,1248324417467.0,,427326473974.0,143685377779.0,2464.0,,,320930086539.0,,,,451409872238.0,,,773505813738.0,-98440947000.0,122233406000.0,,,-37994727000.0,747938947150.0,,83144955992.0,513635983538.0,631831490687.0,587296143954.0,,-98651169000.0,667160742907.0,,124247000.0,,345866297764.0,1163232776682.0,2480357822897.0,40607860000.0,3063674035.0,,34863858666.0,8717965913.0,-1201215978000.0,14240914026.0,157186618.0,,-824791268.0,54718462253.0,22008715074.0,427357657000.0,-341748274000.0,,95775277781.0,3222334269.0,671915964000.0,1430625884859.0,,2183298000.0,151637346474.0,-130584511000.0,40607860000.0,6541381030.0,302812266000.0,3866430930573.0,57380329497.0,,,6540619730.0,-39280099000.0,,-14397663000.0,,,99015605150.0,1269409092092.0,-57037197000.0,98790815129.0,,-42408124235.0,583314164384.0,442633265000.0,143429096947.0,2816966835190.0,12535669480.0,19410129968.0,182301467392.0,1171788846000.0,,,,,761300.0,,-746792829000.0,47574914303.0,5297324658087.0,-537046553000.0,,115956624382.0,-12252547817.0,,,-57837146996.0,795530955521.0,69561203062.0,564789877975.0,11464231736.0,1810596366473.0,,140906250.0,1975107789267.0,,,,-209279247000.0,1810439179855.0,,-331979682000.0,512811192270.0,-648793582000.0,71276322522.0,,,561526727.0,357765270912.0,41979245000.0,-548515000.0,811875012585.0,2446433850000.0,701924541000.0,-298064867000.0,210335892000.0,19523800000.0
ree,2010,4,,188497115000.0,1094495865000.0,,1221086359000.0,198512278000.0,688.0,,,255805852000.0,,,,467920730000.0,,,183242217000.0,,,,-169219811000.0,,521021907000.0,,67788973000.0,120296895000.0,161140769000.0,159281026000.0,,,517802704000.0,,,,67564101000.0,455920370000.0,2561650905000.0,,-6970603000.0,,159683319000.0,9009177000.0,,15706762000.0,61434000.0,,-109083000.0,64050615000.0,27275477000.0,,,,90042840000.0,2877654000.0,,1999785947000.0,,,215947891000.0,,,2272572000.0,,2881886255000.0,23747672000.0,,,1859743000.0,,,,,,837466789000.0,438274156000.0,,70535117000.0,,-33425614000.0,369499570000.0,,2497401000.0,2349231986000.0,14630106000.0,391948000.0,905290082000.0,,,,,,412829000.0,,,22886546000.0,4910882891000.0,,,47923560000.0,-9503823000.0,,,-43034000.0,483342873000.0,76134650000.0,616633079000.0,11982772000.0,626832705000.0,,,1694223022000.0,,1284817000.0,,,626771271000.0,,,120187812000.0,,3030959000.0,,,14512000.0,1144951709000.0,,,1407522463000.0,1862932880000.0,,,,
ree,2010,3,,127155374000.0,1204982723000.0,,1131353008000.0,177919331000.0,385.0,,,197645577000.0,,,,617750656000.0,,,205636382000.0,,,,-172856597000.0,,521021907000.0,,165704679000.0,65791491000.0,83485432000.0,80309799000.0,,,589201733000.0,,,,35508834000.0,442208572000.0,2723163761000.0,,,,125767105000.0,6852019000.0,,16228207000.0,-883343000.0,,-1402227000.0,54098292000.0,30822012000.0,,,,141301702000.0,71894000.0,,2208718244000.0,,,183270261000.0,,,3473531000.0,,2761790783000.0,11706085000.0,,,3175633000.0,,,,,,838009913000.0,332615949000.0,,34923341000.0,,-8176485000.0,249202677000.0,,35724983000.0,2276665038000.0,13751629000.0,,1003735521000.0,,,,,,297898000.0,,,38918889000.0,4999828799000.0,,,19096168000.0,-8674127000.0,,,-43034000.0,492960967000.0,109041808000.0,758053749000.0,4749221000.0,458887980000.0,,,1653187745000.0,,1287817000.0,,,459771323000.0,,,64389264000.0,,2475007000.0,,,,1022311200000.0,,,1383835770000.0,1862932880000.0,,,,
ree,2010,2,,97327193000.0,1134368975000.0,,342360907000.0,178138910000.0,,,,225023831000.0,,,,600588592000.0,,,427243177000.0,,,,-163986373000.0,,505021907000.0,,65729226000.0,73904150000.0,98852692000.0,97175946000.0,,,429409366000.0,,,,22905363000.0,250287434000.0,1864834574000.0,,,,104543370000.0,5542140000.0,,16629117000.0,403679000.0,,-413419000.0,74758736000.0,14526872000.0,,,,142102507000.0,54755000.0,,1227711044000.0,,,95844646000.0,,,1873092000.0,,2601317365000.0,14284280000.0,,,1676746000.0,,,,,,27591914000.0,291015365000.0,,240998000.0,,-8490348000.0,184726899000.0,,8531332000.0,1994915834000.0,14057131000.0,4403229000.0,93342069000.0,,,,,,196346000.0,,,19450055000.0,3859750408000.0,,,25361961000.0,-8587149000.0,,,-28913000.0,502585790000.0,92038507000.0,646371069000.0,5288331000.0,388746237000.0,,,1382498343000.0,,1353267000.0,,,388342558000.0,,,73490731000.0,,1173201000.0,,,2840021000.0,250322400000.0,,,1296197282000.0,1782932890000.0,,,,
ree,2010,1,,119433490000.0,999560465000.0,,332633470000.0,81552623000.0,1063.0,,,230365434000.0,,,,503351629000.0,,,362944227000.0,,,,-174034457000.0,,1315439887000.0,,115156371000.0,86155075000.0,109568207000.0,106268177000.0,,,263637700000.0,,,,33223761000.0,220120704000.0,1597740148000.0,,,,95186012000.0,3866535000.0,,17113887000.0,819454000.0,,125823000.0,66900515000.0,11925726000.0,,,,105426847000.0,43758000.0,,1137404635000.0,,,104093951000.0,,,3468445000.0,,2365823296000.0,7916128000.0,,,3300030000.0,,,,,,22666870000.0,233246853000.0,,34907438000.0,,-8627137000.0,111475181000.0,,3565508000.0,1936625159000.0,14188276000.0,92395000.0,137844170000.0,,,,,,168415000.0,,,25631605000.0,3534365307000.0,,,23287309000.0,-6397985000.0,,,-28913000.0,512235736000.0,67562820000.0,612893146000.0,5238132000.0,353499797000.0,,,1323965279000.0,,1355767000.0,,,352680343000.0,,,86280898000.0,,2075635000.0,,,,265070650000.0,,,1277879032000.0,810431310000.0,,,,
ree,2010,-1,,494955006000.0,1946844829000.0,,1171788846000.0,221839462000.0,1999000.0,,,271735934000.0,,,,475891222000.0,,467839089000.0,288700369000.0,-8757109000.0,61049066000.0,,-169219811000.0,,521021907000.0,,67899540000.0,362313330000.0,467839089000.0,443440144000.0,-114894365000.0,-329527164000.0,569335040000.0,,82727000.0,96000000000.0,163502423000.0,454079014000.0,2653821284000.0,43483409000.0,-8811560000.0,,158512735000.0,7496556000.0,-897789049000.0,15706762000.0,401224000.0,,-1798866000.0,65296741000.0,29860412000.0,1171788846000.0,,,55225718000.0,2289949000.0,1293967936000.0,2032745053000.0,,986355000.0,1035448317000.0,-99483401000.0,43483409000.0,11363888000.0,,2899971598000.0,56307478000.0,,,10472734000.0,-47358552000.0,,-24509552000.0,,,17966364000.0,1312897271000.0,-14121000.0,103904097000.0,,-33425614000.0,387045599000.0,354389973000.0,54805710000.0,2308106153000.0,13459522000.0,32309146000.0,85900224000.0,244409919000.0,,,,,891154000.0,,927437169000.0,23666055000.0,4961927437000.0,-121647293000.0,,116136185000.0,-9503823000.0,,,-43034000.0,484513457000.0,77317157000.0,600330974000.0,13825805000.0,1808253501000.0,,,1651254156000.0,,1284818000.0,,-75025931000.0,1807852277000.0,,988035396000.0,360514464000.0,-401918419000.0,35941607000.0,,,511130000.0,1094471689000.0,13239331000.0,-600731000.0,1366394953000.0,1862932890000.0,749070267000.0,,102014693000.0,203656271000.0
